CNPJ_Fundo;Data_Referencia;Versao;Data_Informacao_Numero_Cotistas;Total_Numero_Cotistas;Numero_Cotistas_Pessoa_Fisica;Numero_Cotistas_Pessoa_Juridica_Nao_Financeira;Numero_Cotistas_Banco_Comercial;Numero_Cotistas_Corretora_Distribuidora;Numero_Cotistas_Outras_Pessoas_Juridicas_Financeira;Numero_Cotistas_Investidores_Nao_Residentes;Numero_Cotistas_Entidade_Aberta_Previdencia_Complementar;Numero_Cotistas_Entidade_Fechada_Previdência_Complementar;Numero_Cotistas_Regime_Proprio_Previdencia_Servidores_Publicos;Numero_Cotistas_Sociedade_Seguradora_Resseguradora;Numero_Cotistas_Sociedade_Capitalizacao_Arrendamento_Mercantil;Numero_Cotistas_FII;Numero_Cotistas_Outros_Fundos;Numero_Cotistas_Distribuidores_Fundo;Numero_Cotistas_Outros_Tipos;Valor_Ativo;Patrimonio_Liquido;Cotas_Emitidas;Valor_Patrimonial_Cotas;Percentual_Despesas_Taxa_Administracao;Percentual_Despesas_Agente_Custodiante;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Patrimonial_Mes;Percentual_Dividend_Yield_Mes;Percentual_Amortizacao_Cotas_Mes
01.657.856/0001-05;2022-03-01;1;2022-03-31;4528;4525;3;;;;;;;;;;;;;;53812006.88;52314928.6;4200000;12.4559353809524;0.000367;0;-0.003661;-0.004756;0.001095;0
01.657.856/0001-05;2022-04-01;1;2022-04-30;4504;;;;;;;;;;;;;;;;53914511.13;52387752.57;4200000;12.4732744214286;0.000195;0;0.002195;0.001392;0.000803;0
01.657.856/0001-05;2022-05-01;1;2022-05-31;4504;;;;;;;;;;;;;;;;53951035.66;52451827.63;4200000;12.4885303880952;0.000196;0;0.002321;0.001223;0.001098;0
01.657.856/0001-05;2022-06-01;1;2022-06-30;4577;4574;3;;;;;;;;;;;;;;54004874.32;52479408.53;4200000;12.4950972690476;0.000203;0;0.002848;0.000526;0.002322;0
01.657.856/0001-05;2022-07-01;1;2022-07-31;4725;;;;;;;;;;;;;;;;54025301.04;52553139.87;4200000;12.51265235;0.000232;0;0.003406;0.001405;0.002001;0
01.657.856/0001-05;2022-08-01;1;2022-08-31;4889;;;;;;;;;;;;;;;;54022098.23;52643237.78;4200000;12.5341042333333;0.000191;0;0.002593;0.001714;0.000879;0
01.657.856/0001-05;2022-09-01;1;2022-09-30;4968;4966;2;;;;;;;;;;;;;;54207650.1;52714446.44;4200000;12.5510586761905;0.000209;0;0.002709;0.001353;0.001356;0
01.657.856/0001-05;2022-10-01;1;2022-10-31;5020;;;;;;;;;;;;;;;;54246358.42;52805152.64;4200000;12.5726553904762;0.000194;0;0.002836;0.001721;0.001115;0
01.657.856/0001-05;2022-11-01;1;2022-11-30;4997;;;;;;;;;;;;;;;;54403313.79;52958523.13;4200000;12.6091721738095;0.000232;0;0.004336;0.002904;0.001432;0
01.657.856/0001-05;2022-12-01;1;2022-12-31;5007;5004;3;;;;;;;;;;;;;;50666161.16;49178815.85;4200000;11.7092418690476;0.000302;0;-0.068437;-0.071371;0.002934;0
01.964.775/0001-40;2022-01-01;1;2022-01-31;6;;1;;;;;;5;;;;;;;;1673148.6;1225000.06;12583000;0.0973535770483986;0.000638579560559368;0.000408726510592987;0.007916;0.007916;0;0
01.964.775/0001-40;2022-02-01;1;2022-02-25;6;;1;;;;;;5;;;;;;;;1676444.22;1228447.13;12583000;0.0976275236430104;0.00115;0.000859;0.007916;0.007916;0;0
01.964.775/0001-40;2022-03-01;1;2022-03-31;6;;1;;;;;;5;;;;;;;;1688443.36;1240209.87;12583000;0.0985623356910117;0.0018;0.0013;0.0096;0.0096;0;0
01.964.775/0001-40;2022-04-01;1;2022-04-29;6;;1;;;;;;5;;;;;;;;1692808.45;1244702.53;12583000;0.0989193777318605;0.0024;0.0017;0.0096;0.0096;0;0
01.964.775/0001-40;2022-05-01;1;2022-05-31;6;;1;;;;;;5;;;;;;;;1694126.69;1245944.23;12583000;0.0990180584916157;0.0031;0.0022;0.0096;0.0096;0;0
01.964.775/0001-40;2022-06-01;1;2022-06-30;6;;1;;;;;;5;;;;;;;;1701739.01;1253596.68;12583000;0.0996262163236112;0.0037;0.0022;0.0096;0.0096;0;0
01.964.775/0001-40;2022-07-01;1;2022-07-29;6;;1;;;;;;5;;;;;;;;1715415.25;1267294.19;12583000;0.100714789001033;0.0042;0.0026;0.0096;0.0096;0;0
01.964.775/0001-40;2022-08-01;1;2022-08-31;6;;1;;;;;;5;;;;;;;;1739095.69;1290861.1;12583000;0.102587705634586;0.0048;0.003;0.0096;0.0096;0;0
01.964.775/0001-40;2022-09-01;1;2022-09-30;6;;1;;;;;;5;;;;;;;;1724706.23;1276535.92;12583000;0.101449250576174;0.0055;0.003;0.0096;0.0096;0;0
01.964.775/0001-40;2022-10-01;1;2022-10-31;6;;1;;;;;;5;;;;;;;;1716770.66;1268582.76;12583000;0.100817194627672;0.0062;0.0039;0.0096;0.0096;0;0
01.964.775/0001-40;2022-11-01;1;2022-11-30;6;;1;;;;;;5;;;;;;;;1709926.42;1261769.99;12583000;0.100275768099817;0.0069;0.0039;0.0096;0.0096;0;0
01.964.775/0001-40;2022-12-01;1;2022-12-31;6;;1;;;;;;5;;;;;;;;1708581.81;1260403.42;12583000;0.100167163633474;0.0075;0.0044;-0.0011;-0.0011;0;0
02.027.437/0001-44;2022-01-01;1;2022-01-31;12;;;;;;;;;;;;;;;;70365590.83;69883340.02;140000;499.166714428571;0.000444;0;0.004134;0.004134;0;0
02.027.437/0001-44;2022-02-01;1;2022-02-28;12;;;;;;;;;;;;;;;;70182883.33;69758262.13;140000;498.273300928571;0.000445;0;-0.00179;-0.00179;0;0
02.027.437/0001-44;2022-03-01;1;2022-03-31;12;10;2;;;;;;;;;;;;;;69996693.26;69639732.76;140000;497.426662571429;0.000446;0;-0.001699;-0.001699;0;0
02.027.437/0001-44;2022-04-01;1;2022-04-30;12;;;;;;;;;;;;;;;;69823666.64;69470397.7;140000;496.217126428571;0.000447;0;-0.002432;-0.002432;0;0
02.027.437/0001-44;2022-05-01;1;2022-05-31;12;;;;;;;;;;;;;;;;70028811.16;69675891.55;140680;495.279297341484;0.000445;0;-0.00189;-0.00189;0;0
02.027.437/0001-44;2022-06-01;2;2022-06-30;12;10;2;;;;;;;;;;;;;;69875560.93;69524517.39;140800;493.782083735795;0.000446;0;-0.003023;-0.003023;0;0
02.027.437/0001-44;2022-07-01;1;2022-07-31;12;;;;;;;;;;;;;;;;69712440.95;69359679.41;140811;492.572877189992;0.000448;0;-0.002449;-0.002449;0;0
02.027.437/0001-44;2022-08-01;1;2022-08-31;12;;;;;;;;;;;;;;;;69952856.07;69600196.49;141600;491.526811370056;0.000446;0;-0.002124;-0.002124;0;0
02.027.437/0001-44;2022-09-01;1;2022-09-30;12;10;2;;;;;;;;;;;;;;69810919.3;69458215.57;141600;490.524121257062;0.000447;0;-0.00204;-0.00204;0;0
02.027.437/0001-44;2022-10-01;1;2022-10-31;12;;;;;;;;;;;;;;;;67740038.27;67384388.8;141600;475.878451977401;0.000499;0;-0.029857;-0.029857;0;0
02.027.437/0001-44;2022-11-01;1;2022-11-30;12;;;;;;;;;;;;;;;;68014278.75;67643146.12;142400;475.022093539326;0.000459;0;-0.0018;-0.0018;0;0
02.027.437/0001-44;2022-12-01;1;2022-12-31;12;10;2;;;;;;;;;;;;;;67976314.52;67604086.07;142400;474.747795435393;0.000535;0;-0.000577;-0.000577;0;
02.508.235/0001-14;2022-01-01;1;2022-01-31;5;;;;;;;;;;;;;;;;102766911.17;102383943.23;17100;5987.36510116959;0.000586;0;0.00941;0.000222;0.009188;0
02.508.235/0001-14;2022-02-01;1;2022-02-28;5;;;;;;;;;;;;;;;;102657382.93;102245283.04;17100;5979.25631812866;0.000587;0;0.009502;-0.001354;0.010856;0
02.508.235/0001-14;2022-03-01;1;2022-03-31;5;5;;;;;;;;;;;;;;;102510095.85;102101678.29;17100;5970.85837953216;0.000588;0;0.009466;-0.001405;0.010871;0
02.508.235/0001-14;2022-04-01;1;2022-04-30;5;;;;;;;;;;;;;;;;102362000.14;101956124.5;17100;5962.3464619883;0.000588;0;0.00946;-0.001426;0.010886;0
02.508.235/0001-14;2022-05-01;1;2022-05-31;5;;;;;;;;;;;;;;;;102203517.54;101799986.94;17100;5953.21561052632;0.000589;0;0.009371;-0.001531;0.010902;0
02.508.235/0001-14;2022-06-01;1;2022-06-30;5;5;;;;;;;;;;;;;;;102447118.97;101458146.65;17100;5933.2249502924;0.000591;0;0.012717;-0.003358;0.016075;0
02.508.235/0001-14;2022-07-01;1;2022-07-31;5;;;;;;;;;;;;;;;;102748306.37;102574560.39;17100;5998.51230350877;0.000585;0;0.011004;0.011004;0;0
02.508.235/0001-14;2022-08-01;1;2022-08-31;5;;;;;;;;;;;;;;;;103060015.16;102692680.96;17100;6005.41993918129;0.000584;0;0.010916;0.001152;0.009764;0
02.508.235/0001-14;2022-09-01;1;2022-09-30;5;5;;;;;;;;;;;;;;;103128445.46;102748745.72;17100;6008.69858011696;0.000584;0;0.01087;0.000546;0.010324;0
02.508.235/0001-14;2022-10-01;1;2022-10-31;5;;;;;;;;;;;;;;;;108185575.98;107784976.53;17100;6303.21500175439;0.000557;0;0.059333;0.049015;0.010318;0
02.508.235/0001-14;2022-11-01;1;2022-11-30;5;;;;;;;;;;;;;;;;108285796.11;107901702.06;17100;6310.04105614035;0.000556;0;0.010412;0.001083;0.009329;0
02.508.235/0001-14;2022-12-01;3;2022-12-31;5;5;;;;;;;;;;;;;;;119578037.06;119174538.6;17100;6969.27126315789;0.000503;0;0.114774;0.104473;0.010301;0
03.251.720/0001-18;2022-01-01;1;2022-01-31;941;;;;;;;;;;;;;;;;310275198.7;307197126.2;750000;409.596168266667;0.000265;0;0.004187;0.000645;0.003542;
03.251.720/0001-18;2022-02-01;1;2022-02-25;933;;;;;;;;;;;;;;;;310395670.34;307189405.71;750000;409.58587428;0.000266;0;0.003515;-2.5E-05;0.00354;
03.251.720/0001-18;2022-03-01;1;2022-03-31;928;911;9;;;;;;3;;;;3;2;;;310603008.01;307435594.04;750000;409.914125386667;0.000302;0;0.004537;0.000802;0.003735;
03.251.720/0001-18;2022-04-01;1;2022-04-29;923;;;;;;;;;;;;;;;;310705645.98;307504759.71;750000;410.00634628;0.00028;0;0.004079;0.000225;0.003854;
03.251.720/0001-18;2022-05-01;1;2022-05-31;915;;;;;;;;;;;;;;;;310758458.9;307513373.89;750000;410.017831853333;0.000279;0;0.004004;2.8E-05;0.003976;
03.251.720/0001-18;2022-06-01;1;2022-06-30;913;897;9;;;;;;3;;;;3;1;;;310808948.56;307578197.42;750000;410.104263226667;0.00028;0;0.004113;0.000211;0.003902;
03.251.720/0001-18;2022-07-01;1;2022-07-31;903;;;;;;;;;;;;;;;;310851296.81;307589060.05;750000;410.118746733333;0.000275;0;0.003936;3.5E-05;0.003901;
03.251.720/0001-18;2022-08-01;1;2022-08-31;905;;;;;;;;;;;;;;;;310992848.46;307733012.09;750000;410.310682786667;0.000293;0;0.004369;0.000468;0.003901;
03.251.720/0001-18;2022-09-01;1;2022-09-30;908;892;9;;;;;;3;;;;3;1;;;311153566.56;307834937.38;750000;410.446583173333;0.000296;0;0.004304;0.000331;0.003973;
03.251.720/0001-18;2022-10-01;1;2022-10-31;906;;;;;;;;;;;;;;;;311624338.07;307820623.86;750000;410.42749848;0.000281;0;0.003973;-4.7E-05;0.00402;
03.251.720/0001-18;2022-11-01;1;2022-11-30;919;;;;;;;;;;;;;;;;311108502.9;307829393.41;750000;410.439191213333;0.000282;0;0.004049;2.9E-05;0.00402;
03.251.720/0001-18;2022-12-01;1;2022-12-30;911;896;8;;;;;;3;;;;3;1;;;284492477.03;281261368.63;750000;375.015158173333;0.000314;0;-0.082287;-0.086307;0.00402;
03.507.519/0001-59;2022-01-01;1;2022-01-31;2890;;;;;;;;;;;;;;;;544457435.76;540984149.54;608950;888.388454782823;0.000152;0;0.003042;-0.002348;0.00539;0
03.507.519/0001-59;2022-02-01;1;2022-02-28;2872;;;;;;;;;;;;;;;;543634476.86;540581783.78;608950;887.727701420478;0.000152;0;0.003927;-0.000744;0.004671;0
03.507.519/0001-59;2022-03-01;1;2022-03-31;2834;2811;19;;;;;;;;;;3;1;;;543013226.8;540384470.89;608950;887.40367992446;0.000154;0;0.003623;-0.000365;0.003988;0
03.507.519/0001-59;2022-04-01;1;2022-04-30;2806;;;;;;;;;;;;;;;;543573074.1;541053076.95;608950;888.501645373183;0.000155;0;0.005012;0.001237;0.003775;0
03.507.519/0001-59;2022-05-01;1;2022-05-31;2791;;;;;;;;;;;;;;;;543456853.4;541116717.56;608950;888.606154134165;0.000148;0;0.003551;0.000118;0.003433;0
03.507.519/0001-59;2022-06-01;1;2022-06-30;2760;2734;20;;;;1;;;;;;4;1;;;543572947.19;541208180.95;608950;888.756352656212;0.000145;0;0.003659;0.00017;0.003489;0
03.507.519/0001-59;2022-07-01;1;2022-07-31;2728;;;;;;;;;;;;;;;;544316446.36;541097847.39;608950;888.57516608917;0.00014;0;0.004836;-0.000205;0.005041;0
03.507.519/0001-59;2022-08-01;1;2022-08-31;2702;;;;;;;;;;;;;;;;544158842.9;541066879.49;608950;888.524311503407;0.000143;0;0.004726;-5.7E-05;0.004783;0
03.507.519/0001-59;2022-09-01;1;2022-09-30;2668;2642;20;;;;1;;;;;;4;1;;;544330087.8;541331244.9;608950;888.958444699893;0.000152;0;0.00507;0.000489;0.004581;0
03.507.519/0001-59;2022-10-01;1;2022-10-31;2663;;;;;;;;;;;;;;;;544302539.47;541387311.55;608950;889.050515723787;0.00015;0;0.004379;0.000104;0.004275;0
03.507.519/0001-59;2022-11-01;1;2022-11-30;2634;;;;;;;;;;;;;;;;543776389.97;541523043.17;608950;889.273410247147;0.000146;0;0.003288;0.000251;0.003037;0
03.507.519/0001-59;2022-12-01;1;2022-12-31;2631;2605;19;;;;1;;;;;;4;2;;;547217840.16;544508819.31;608950;894.176565087446;0.00014;0;0.009281;0.005514;0.003767;0
03.683.056/0001-86;2022-01-01;1;2022-01-31;29885;;;;;;;;;;;;;;;;831168328.34;725693907.42;3690695;196.627981293496;0.000387;2E-06;0.00212;-0.000675;0.002795;0
03.683.056/0001-86;2022-02-01;1;2022-02-28;29681;;;;;;;;;;;;;;;;830434496.49;724449056.71;3690695;196.290686905854;0.000383;3E-06;0.001082;-0.001715;0.002797;0
03.683.056/0001-86;2022-03-01;1;2022-03-31;29562;29419;95;;;;2;;7;2;;;20;17;;;830212751.08;723220184.62;3690695;195.957721952098;0.00037;3E-06;0.001106;-0.001696;0.002802;0
03.683.056/0001-86;2022-04-01;1;2022-04-30;29760;;;;;;;;;;;;;;;;827177581.49;719368469.04;3690695;194.914093155896;0.000387;3E-06;-0.002264;-0.005326;0.003062;0
03.683.056/0001-86;2022-05-01;1;2022-05-31;29988;;;;;;;;;;;;;;;;828861158.66;719897351.6;3690695;195.057394772529;0.000366;3E-06;0.003813;0.000735;0.003078;0
03.683.056/0001-86;2022-06-01;1;2022-06-30;29829;29674;96;;;;2;;7;2;;;21;25;;2;828266887.31;718527709.54;3690695;194.686287959314;0.000386;3E-06;0.001788;-0.001903;0.003691;0
03.683.056/0001-86;2022-07-01;1;2022-07-31;29784;;;;;;;;;;;;;;;;828997061.66;718842771.51;3690695;194.771654528483;0.000377;3E-06;0.004136;0.000438;0.003698;0
03.683.056/0001-86;2022-08-01;1;2022-08-31;30039;;;;;;;;;;;;;;;;835200939.17;727398700.58;3690695;197.089897859346;0.000392;3E-06;0.015599;0.011902;0.003697;0
03.683.056/0001-86;2022-09-01;1;2022-09-30;30419;30266;95;;;;3;;7;2;;;19;27;;;834534039.53;727639559.84;3690695;197.155159079794;0.000415;3E-06;0.003984;0.000331;0.003653;0
03.683.056/0001-86;2022-10-01;1;2022-10-31;30733;;;;;;;;;;;;;;;;833911677.94;727486756.01;3690695;197.113756625785;0.000425;3E-06;0.003442;-0.00021;0.003652;0
03.683.056/0001-86;2022-11-01;1;2022-11-30;30637;;;;;;;;;;;;;;;;879723939.62;773491666.35;3690695;209.578864238307;0.000366;2E-06;0.067094;0.063238;0.003856;0
03.683.056/0001-86;2022-12-01;1;2022-12-31;30564;30410;96;;;;2;;7;2;;;19;28;;;871742900.24;765224834.6;3690695;207.33895231115;0.000343;2E-06;-0.007062;-0.010688;0.003626;0
03.855.441/0001-63;2022-01-01;1;2022-01-31;2;;;;;;;;;;;;;;;;945712531.09;54249692.4;144210661;0.376183647060601;0.002517;0.000689;0.049902;0.049902;0;0
03.855.441/0001-63;2022-02-01;1;2022-02-28;2;;;;;;;;;;;;;;;;957513205.58;55603415.89;144210661;0.385570771983356;0.002456;3.4E-05;0.024954;0.024954;0;0
03.855.441/0001-63;2022-03-01;1;2022-03-31;2;;2;;;;;;;;;;;;;;973889521.76;58728983.25;144210661;0.407244394018831;0.002325;0.000811;0.056212;0.056212;0;0
03.855.441/0001-63;2022-04-01;1;2022-04-30;2;;;;;;;;;;;;;;;;993947983.94;63714123.09;144210661;0.441812849675517;0.002144;3.6E-05;0.084884;0.084884;0;0
03.855.441/0001-63;2022-05-01;1;2022-05-31;2;;;;;;;;;;;;;;;;1011610739.05;66505037.95;144210661;0.461165890849082;0.002054;8.2E-05;0.043804;0.043804;0;0
03.855.441/0001-63;2022-06-01;1;2022-06-30;2;;2;;;;;;;;;;;;;;1023075242.68;64339405.34;144210661;0.446148744439914;0.002123;3.6E-05;0.037627;-0.032563;0.07019;0
03.855.441/0001-63;2022-07-01;1;2022-07-31;2;;;;;;;;;;;;;;;;1037594941.66;72727597.46;144210661;0.504314985838668;0.001878;3.2E-05;0.130374;0.130374;0;0
03.855.441/0001-63;2022-08-01;1;2022-08-31;2;;;;;;;;;;;;;;;;1036037072.62;73841528.03;144210661;0.512039314693939;0.002036;3.1E-05;0.015316;0.015316;0;0
03.855.441/0001-63;2022-09-01;1;2022-09-30;2;;2;;;;;;;;;;;;;;1041042547.97;80588453.35;144210661;0.558824519568633;0.001865;2.9E-05;0.09137;0.09137;0;0
03.855.441/0001-63;2022-10-01;1;2022-10-31;2;;;;;;;;;;;;;;;;926964900.86;79643534.3;144210661;0.552272167312235;0.001888;2.9E-05;-0.011725;-0.011725;0;0
03.855.441/0001-63;2022-11-01;1;2022-11-30;2;;;;;;;;;;;;;;;;939173799.64;82626973.36;144210661;0.572960229063786;0.001819;0.000512;0.03746;0.03746;0;0
03.855.441/0001-63;2022-12-01;1;2022-12-31;2;;2;;;;;;;;;;;;;;849711281.07;81122848.85;144210661;0.562530178334041;0.001853;0.000521;0.057571;-0.018204;0.075775;0
04.066.582/0001-60;2022-01-01;2;2022-01-31;3066;3053;13;0;0;0;0;0;0;0;0;0;0;0;0;0;61848365.78;51803192.81;200000;259.015964;0.000483;0;0.186815;-0.000111;0.186926;0
04.066.582/0001-60;2022-02-01;1;2022-02-25;3054;3041;13;0;0;0;0;0;0;0;0;0;0;0;0;0;61820333.22;51812056.21;200000;259.060281;0.000482;0;0.009594;0.000171;0.009423;0
04.066.582/0001-60;2022-03-01;1;2022-03-31;3035;3022;13;0;0;0;0;0;0;0;0;0;0;0;0;0;61741412.68;51810193.32;200000;259.050967;0.000442;0;0.00847;-3.6E-05;0.008506;0
04.066.582/0001-60;2022-04-01;1;2022-04-29;3038;3026;12;0;0;0;0;0;0;0;0;0;0;0;0;0;62238801.36;51820056.72;200000;259.100284;0.000346;0;0.009979;0.00019;0.009789;0
04.066.582/0001-60;2022-05-01;1;2022-05-31;2992;2977;13;0;0;1;0;0;0;0;0;0;0;1;0;0;62745202.07;53289521.33;200000;266.447607;0.000337;0;0.010063;0.028357;-0.018294;0
04.066.582/0001-60;2022-06-01;1;2022-06-30;2980;2968;12;0;0;0;0;0;0;0;0;0;0;0;0;0;62268397.1;52817171.17;200000;264.085856;0.000347;0;0.009837;-0.008864;0.018701;0
04.066.582/0001-60;2022-07-01;1;2022-07-29;3012;2999;13;0;0;0;0;0;0;0;0;0;0;0;0;0;61807226.71;59820322.88;200000;299.101614;0.000554;0;0.142132;0.132592;0.00954;0
04.066.582/0001-60;2022-08-01;1;2022-08-31;3067;3055;12;0;0;0;0;0;0;0;0;0;0;0;0;0;62135893.26;59962597.07;200000;299.812985;0.000333;0;0.00828;0.002378;0.005902;0
04.066.582/0001-60;2022-09-01;1;2022-09-29;3092;3080;12;0;0;0;0;0;0;0;0;0;0;0;0;0;62598275.19;59994558.34;200000;299.972792;0.000333;0;0.008306;0.000533;0.007773;0
04.066.582/0001-60;2022-10-01;1;2022-10-31;3073;3063;10;0;0;0;0;0;0;0;0;0;0;0;0;0;62792420.19;59990809.18;200000;299.954046;0.000353;0;0.008231;-6.2E-05;0.008293;0
04.066.582/0001-60;2022-11-01;1;2022-11-30;3047;3038;9;0;0;0;0;0;0;0;0;0;0;0;0;0;62795470.7;59988560.02;200000;299.9428;0.000415;0;0.008065;-3.7E-05;0.008102;0
04.066.582/0001-60;2022-12-01;1;2022-12-30;3066;3057;9;0;0;0;0;0;0;0;0;0;0;0;0;0;63650284.75;61592370;200000;307.96185;0.000401;0;0.021485;0.026735;-0.00525;0
04.141.645/0001-03;2022-01-01;1;2022-01-31;20147;;;;;;;;;;;;;;;;218751616.94;216285100.83;1380670;156.652278118595;0.000215;0;0.00455;-0.000109;0.004659;0
04.141.645/0001-03;2022-02-01;1;2022-02-28;19810;;;;;;;;;;;;;;;;218670949.46;216387877.66;1380670;156.726717941289;0.000205;0;0.004752;0.000475;0.004277;0
04.141.645/0001-03;2022-03-01;1;2022-03-31;19416;19397;16;;;;;;1;;;;;2;;;219293908.87;216587068.4;1380670;156.870989012581;0.000307;0;0.005515;0.000921;0.004594;0
04.141.645/0001-03;2022-04-01;1;2022-04-30;19132;;;;;;;;;;;;;;;;219413084.24;216661402.08;1380670;156.924827858938;0.00022;0;0.005634;0.000343;0.005291;0
04.141.645/0001-03;2022-05-01;1;2022-05-31;18846;;;;;;;;;;;;;;;;219335174.51;216770187.37;1380670;157.003619525303;0.000231;0;0.0056;0.000502;0.005098;0
04.141.645/0001-03;2022-06-01;1;2022-06-30;18579;18549;29;;;;;;1;;;;;;;;219500624.46;216805060.32;1380670;157.028877515989;0.000236;0;0.005575;0.000161;0.005414;0
04.141.645/0001-03;2022-07-01;1;2022-07-31;18354;;;;;;;;;;;;;;;;219631164.87;216789960.98;1380670;157.017941274888;0.000243;0;0.005789;-7E-05;0.005859;0
04.141.645/0001-03;2022-08-01;1;2022-08-31;18020;;;;;;;;;;;;;;;;219810823.36;216972198.6;1380670;157.149933438113;0.000227;0;0.006509;0.000841;0.005668;0
04.141.645/0001-03;2022-09-01;1;2022-09-30;17806;17773;31;;;;;;1;;;;1;;;;219881311.71;216984074.08;1380670;157.158534682437;0.000104;0;0.005846;5.5E-05;0.005791;0
04.141.645/0001-03;2022-10-01;1;2022-10-31;17560;;;;;;;;;;;;;;;;220066375.93;217020899;1380670;157.185206457734;0.00011;0;0.006215;0.00017;0.006045;0
04.141.645/0001-03;2022-11-01;1;2022-11-30;17371;;;;;;;;;;;;;;;;220246566.05;217168676.05;1380670;157.292239311349;0.000106;0;0.006598;0.000681;0.005917;0
04.141.645/0001-03;2022-12-01;1;2022-12-31;17204;17173;29;;;;;;1;;;;;1;;;224758388.73;221247463.81;1380670;160.246448325813;0.000114;0;0.025267;0.018782;0.006485;0
04.644.612/0001-78;2022-01-01;1;2022-01-31;1;;;;;;;;1;;;;;;;;18694536.52;18662733.42;1306216.4796358;14.2876266767079;0.0007;0.000426;-0.003821;-0.003821;;
04.644.612/0001-78;2022-02-01;1;2022-02-25;1;;;;;;;;1;;;;;;;;18672637.28;18640845.42;1306216.4796358;14.2708698830667;0.0007;0.000426;-0.001173;-0.001173;;
04.644.612/0001-78;2022-03-01;1;2022-03-31;1;;;;;;;;1;;;;;;;;18651876.5;18620068.54;1306216.4796358;14.2549637294361;0.0007;0.000426;-0.001115;-0.001115;;
04.644.612/0001-78;2022-04-01;1;2022-04-29;1;;;;;;;;1;;;;;;;;18627512.91;18593047.64;1306216.4796358;14.2342773421325;0.0007;0.000426;-0.001451;-0.001451;;
04.644.612/0001-78;2022-05-01;1;2022-05-31;1;;;;;;;;1;;;;;;;;18594548.04;18562763.32;1306216.4796358;14.2110925787552;0.0007;0.000426;-0.001629;-0.001629;;
04.644.612/0001-78;2022-06-01;1;2022-06-30;1;;;;;;;;1;;;;;;;;18573360.16;18542530.04;1306216.4796358;14.1956025889139;0.000895;0.000507;-0.00109;-0.00109;;
04.644.612/0001-78;2022-07-01;1;2022-07-29;1;;;;;;;;1;;;;;;;;18549734.35;18518904.23;1306216.4796358;14.177515380271;0.000895;0.000507;-0.001274;-0.001274;;
04.644.612/0001-78;2022-08-01;1;2022-08-31;1;;;;;;;;1;;;;;;;;17333209.45;17302370.05;1306216.4796358;13.2461734480829;0.000895;0.000507;-0.065691;-0.065691;;
04.644.612/0001-78;2022-09-01;1;2022-09-30;1;;;;;;;;1;;;;;;;;17309269.61;17278439.49;1306216.4796358;13.2278529320175;0.00096122;0.000507;-0.001383;-0.001383;;
04.644.612/0001-78;2022-10-01;1;2022-10-31;1;;;;;;;;1;;;;;;;;17282597.48;17251772.69;1306216.4796358;13.2074376330102;0.00096122;0.000507;-0.001543;-0.001543;;
04.644.612/0001-78;2022-11-01;1;2022-11-30;1;;;;;;;;1;;;;;;;;17257864.42;17226974.09;1306216.4796358;13.188452571662;0.00096122;0.000507;-0.001437;-0.001437;;
04.644.612/0001-78;2022-12-01;1;2022-12-30;1;;;;;;;;1;;;;;;;;17232847.84;17201947;1306216.4796358;13.1692925852507;0.000961;0.000507;-0.001453;-0.001453;0;
04.722.883/0001-02;2022-01-01;1;2022-01-31;818;796;11;0;0;0;0;0;1;0;0;0;6;3;0;1;810298588.36;796690441.59;3935562;202.433716;5.5E-05;0;0.002979;-0.000234;0.003213;0
04.722.883/0001-02;2022-02-01;1;2022-02-25;811;789;11;0;0;0;0;0;1;0;0;0;6;3;0;1;810148564.41;796802863.78;3935562;202.462282;3.8E-05;0;0.002733;0.000141;0.002592;0
04.722.883/0001-02;2022-03-01;1;2022-03-31;806;784;11;0;0;0;0;0;1;0;0;0;6;3;0;1;808793366.39;796806635.95;3935562;202.463241;3.9E-05;0;0.001019;5E-06;0.001014;0
04.722.883/0001-02;2022-04-01;1;2022-04-29;806;783;11;0;0;0;0;0;1;0;0;0;6;4;0;1;808977682.14;796836066.77;3935562;202.470719;3.8E-05;0;0.003116;3.7E-05;0.003079;0
04.722.883/0001-02;2022-05-01;1;2022-05-31;788;765;11;0;0;0;0;0;1;0;0;0;6;4;0;1;807168305.35;796866767.12;3935562;202.478519;4.3E-05;0;0.000935;3.9E-05;0.000896;0
04.722.883/0001-02;2022-06-01;2;2022-06-30;780;757;11;0;0;0;0;0;1;0;0;0;6;4;0;1;806420650.03;796883036.16;3935562;202.482653;3.9E-05;0;0.001925;2E-05;0.001905;0
04.722.883/0001-02;2022-07-01;1;2022-07-29;765;742;11;0;0;0;0;0;1;0;0;0;6;4;0;1;804937061.47;796998218.36;3935562;202.51192;4.7E-05;0;0.001636;0.000145;0.001491;0
04.722.883/0001-02;2022-08-01;1;2022-08-31;764;742;11;0;0;0;0;0;1;0;0;0;5;4;0;1;804305147.38;797038659.97;3935562;202.522196;3.2E-05;0;0.00155;5.1E-05;0.001499;0
04.722.883/0001-02;2022-09-01;1;2022-09-30;757;735;11;0;0;0;0;0;1;0;0;0;5;4;0;1;803723969.76;797175105.18;3935562;202.556866;3.2E-05;0;0.001849;0.000171;0.001678;0
